Method,Path,Domain,Controller,OperationId,Auth,UI Usage
GET,/api/tenant/devices,Device Management,DeviceController,getTenantDevices,hasAuthority('TENANT_ADMIN'),
GET,/api/tenant/deviceInfos,Device Management,DeviceController,getTenantDeviceInfos,hasAuthority('TENANT_ADMIN'),"device.service.ts, entity.service.ts"
GET,/api/tenant/devices,Device Management,DeviceController,getTenantDevice,hasAuthority('TENANT_ADMIN'),"device.service.ts, entity.service.ts"
GET,/api/tenant/device,Device Management,DeviceController,getTenantDeviceByName,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/customer/{customerId}/devices,Device Management,DeviceController,getCustomerDevices,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/customer/{customerId}/deviceInfos,Device Management,DeviceController,getCustomerDeviceInfos,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","device.service.ts, entity.service.ts"
GET,/api/devices,Device Management,DeviceController,getDevicesByIds,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
POST,/api/devices,Device Management,DeviceController,findDevicesByQuery,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
GET,/api/device/types,Device Management,DeviceController,getDeviceTypes,hasAuthority('CUSTOMER_USER'),device.service.ts
POST,/api/customer/device/{deviceName}/claim,Device Management,DeviceController,claimDevice,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
DELETE,/api/customer/device/{deviceName}/claim,Device Management,DeviceController,reClaimDevice,hasAuthority('TENANT_ADMIN'),device.service.ts
POST,/api/tenant/{tenantId}/device/{deviceId},Device Management,DeviceController,assignDeviceToTenant,hasAuthority('TENANT_ADMIN'),
POST,/api/edge/{edgeId}/device/{deviceId},Device Management,DeviceController,assignDeviceToEdge,hasAuthority('TENANT_ADMIN'),device.service.ts
DELETE,/api/edge/{edgeId}/device/{deviceId},Device Management,DeviceController,unassignDeviceFromEdge,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
GET,/api/edge/{edgeId}/devices,Device Management,DeviceController,getEdgeDevices,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","device.service.ts, entity.service.ts"
GET,/api/devices/count/{otaPackageType}/{deviceProfileId},Device Management,DeviceController,countByDeviceProfileAndEmptyOtaPackage,hasAnyAuthority('TENANT_ADMIN'),ota-package.service.ts
POST,/api/device/bulk_import,Device Management,DeviceController,processDevicesBulkImport,hasAnyAuthority('TENANT_ADMIN'),device.service.ts
GET,/api/edge/{edgeId}/events,OTA / Edge / Provisioning,EdgeEventController,getEdgeEvents,hasAuthority('TENANT_ADMIN'),edge.service.ts
GET,/api/auth/user,Authentication & Authorization,AuthController,getUser,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","user-settings.service.ts, entity.service.ts, api-key.service.ts, user.service.ts, auth.service.ts"
POST,/api/auth/logout,Authentication & Authorization,AuthController,logout,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",auth.service.ts
POST,/api/auth/changePassword,Authentication & Authorization,AuthController,changePassword,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",auth.service.ts
GET,/api/noauth/userPasswordPolicy,Authentication & Authorization,AuthController,getUserPasswordPolicy,None,auth.service.ts
GET,/api/noauth/activate,Authentication & Authorization,AuthController,checkActivateToken,None,
POST,/api/noauth/resetPasswordByEmail,Authentication & Authorization,AuthController,requestResetPasswordByEmail,None,auth.service.ts
GET,/api/noauth/resetPassword,Authentication & Authorization,AuthController,checkResetToken,None,auth.service.ts
POST,/api/noauth/activate,Authentication & Authorization,AuthController,activateUser,None,
POST,/api/noauth/resetPassword,Authentication & Authorization,AuthController,resetPassword,None,auth.service.ts
POST,/api/oauth2/config/template,Admin / Settings,OAuth2ConfigTemplateController,saveClientRegistrationTemplate,hasAnyAuthority('SYS_ADMIN'),oauth2.service.ts
DELETE,/api/oauth2/config/template/{clientRegistrationTemplateId},Admin / Settings,OAuth2ConfigTemplateController,deleteClientRegistrationTemplate,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/oauth2/config/template,Admin / Settings,OAuth2ConfigTemplateController,getOAuth2ClientRegistrationTemplates,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",oauth2.service.ts
POST,/oneway/{deviceId}/oneway/{deviceId},Internal / System APIs,RpcV2Controller,handleOneWayDeviceRPCRequestV2,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
POST,/oneway/{deviceId}/twoway/{deviceId},Internal / System APIs,RpcV2Controller,handleTwoWayDeviceRPCRequestV2,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/oneway/{deviceId}/persistent/{rpcId},Internal / System APIs,RpcV2Controller,getPersistedRpc,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",device.service.ts
GET,/oneway/{deviceId}/persistent/device/{deviceId},Internal / System APIs,RpcV2Controller,getPersistedRpcByDevice,hasAnyAuthority('TENANT_ADMIN'),
DELETE,/oneway/{deviceId}/persistent/{rpcId},Internal / System APIs,RpcV2Controller,deleteRpc,hasAnyAuthority('TENANT_ADMIN'),
POST,/,Rule Engine,RuleEngineController,handleRuleEngineRequestForUser,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","device.service.ts, event.service.ts, entity-view.service.ts, asset.service.ts, device-profile.service.ts, entity.service.ts, dashboard.service.ts, edge.service.ts, auth.service.ts"
POST,/{entityType}/{entityId},Rule Engine,RuleEngineController,handleRuleEngineRequestForEntity,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","calculated-fields.service.ts, api-key.service.ts, resource.service.ts, queue.service.ts, notification.service.ts, component-descriptor.service.ts, edge.service.ts, widget.service.ts, rule-chain.service.ts, customer.service.ts, asset.service.ts, alarm.service.ts, usage-info.service.ts, dashboard.service.ts, domain.service.ts, user.service.ts, device.service.ts, tenant.service.ts, entity-view.service.ts, entity-relation.service.ts, asset-profile.service.ts, image.service.ts, ota-package.service.ts, device-profile.service.ts, tenant-profile.service.ts"
POST,/{entityType}/{entityId}/{timeout},Rule Engine,RuleEngineController,handleRuleEngineRequestForEntityWithTimeout,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","trendz-settings.service.ts, audit-log.service.ts, user-settings.service.ts, calculated-fields.service.ts, entity.service.ts, api-key.service.ts, resource.service.ts, ai-model.service.ts, queue.service.ts, notification.service.ts, component-descriptor.service.ts, edge.service.ts, widget.service.ts, rule-chain.service.ts, customer.service.ts, asset.service.ts, alarm-rules.service.ts, alarm.service.ts, dashboard.service.ts, domain.service.ts, user.service.ts, device.service.ts, tenant.service.ts, entity-view.service.ts, mobile-app.service.ts, oauth2.service.ts, admin.service.ts, entity-relation.service.ts, asset-profile.service.ts, ui-settings.service.ts, auth.service.ts, image.service.ts, ota-package.service.ts, two-factor-authentication.service.ts, device-profile.service.ts, tenant-profile.service.ts"
POST,/{entityType}/{entityId}/{queueName}/{timeout},Rule Engine,RuleEngineController,handleRuleEngineRequestForEntityWithQueueAndTimeout,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","user-settings.service.ts, calculated-fields.service.ts, entity.service.ts, api-key.service.ts, resource.service.ts, ai-model.service.ts, mobile-application.service.ts, queue.service.ts, notification.service.ts, edge.service.ts, widget.service.ts, event.service.ts, rule-chain.service.ts, customer.service.ts, asset.service.ts, alarm-rules.service.ts, alarm.service.ts, dashboard.service.ts, domain.service.ts, user.service.ts, device.service.ts, tenant.service.ts, entity-view.service.ts, mobile-app.service.ts, oauth2.service.ts, admin.service.ts, entity-relation.service.ts, asset-profile.service.ts, auth.service.ts, alarm-comment.service.ts, image.service.ts, ota-package.service.ts, two-factor-authentication.service.ts, device-profile.service.ts, entities-version-control.service.ts, tenant-profile.service.ts"
POST,/api/noauth/oauth2Clients,Admin / Settings,OAuth2Controller,getOAuth2Clients,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
POST,/api/oauth2/client,Admin / Settings,OAuth2Controller,saveOAuth2Client,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",oauth2.service.ts
GET,/api/oauth2/client/infos,Admin / Settings,OAuth2Controller,findOAuth2ClientInfos,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/oauth2/client/infos,Admin / Settings,OAuth2Controller,findTenantOAuth2ClientInfosByIdsV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/oauth2/client/list,Admin / Settings,OAuth2Controller,findTenantOAuth2ClientInfosByIds,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","entity.service.ts, oauth2.service.ts"
GET,/api/oauth2/client/{id},Admin / Settings,OAuth2Controller,getOAuth2ClientById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",oauth2.service.ts
DELETE,/api/oauth2/client/{id},Admin / Settings,OAuth2Controller,deleteOauth2Client,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",oauth2.service.ts
GET,/api/oauth2/loginProcessingUrl,Admin / Settings,OAuth2Controller,getLoginProcessingUrl,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","oauth2.service.ts, admin.service.ts"
GET,/api/widgetType/{widgetTypeId},Dashboard / Widgets,WidgetTypeController,getWidgetTypeById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","entity.service.ts, widget.service.ts"
GET,/api/widgetTypeInfo/{widgetTypeId},Dashboard / Widgets,WidgetTypeController,getWidgetTypeInfoById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
POST,/api/widgetType,Dashboard / Widgets,WidgetTypeController,saveWidgetType,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
DELETE,/api/widgetType/{widgetTypeId},Dashboard / Widgets,WidgetTypeController,deleteWidgetType,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",widget.service.ts
GET,/api/widgetTypes,Dashboard / Widgets,WidgetTypeController,getWidgetTypes,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","entity.service.ts, widget.service.ts"
GET,/api/widgetTypes,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypesByBundleAlias,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/widgetTypes,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypesV1,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/widgetsBundle/{widgetsBundleId}/widgetTypes,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypes,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",widget.service.ts
GET,/api/widgetTypesDetails,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypesDetailsByBundleAlias,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/widgetTypesDetails,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypesDetails,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",
GET,/api/widgetTypeFqns,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypeFqns,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",widget.service.ts
GET,/api/widgetTypesInfos,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypesInfosByBundleAlias,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/widgetTypesInfos,Dashboard / Widgets,WidgetTypeController,getBundleWidgetTypesInfos,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/widgetType,Dashboard / Widgets,WidgetTypeController,getWidgetTypeByBundleAliasAndTypeAlias,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",widget.service.ts
GET,/api/widgetType,Dashboard / Widgets,WidgetTypeController,getWidgetType,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, widget.service.ts"
POST,/api/notification/rule,Notifications,NotificationRuleController,saveNotificationRule,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/rule/{id},Notifications,NotificationRuleController,getNotificationRuleById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/rules,Notifications,NotificationRuleController,getNotificationRules,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')","entity.service.ts, notification.service.ts"
DELETE,/api/notification/rule/{id},Notifications,NotificationRuleController,deleteNotificationRule,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
POST,/api/calculatedField,Internal / System APIs,CalculatedFieldController,saveCalculatedField,hasAnyAuthority('TENANT_ADMIN'),calculated-fields.service.ts
GET,/api/calculatedField/{calculatedFieldId},Internal / System APIs,CalculatedFieldController,getCalculatedFieldById,hasAnyAuthority('TENANT_ADMIN'),calculated-fields.service.ts
GET,/api/{entityType}/{entityId}/calculatedFields,Internal / System APIs,CalculatedFieldController,getCalculatedFieldsByEntityIdV1,hasAnyAuthority('TENANT_ADMIN'),
GET,/api/calculatedField/{entityType}/{entityId},Internal / System APIs,CalculatedFieldController,getCalculatedFieldsByEntityId,hasAnyAuthority('TENANT_ADMIN'),calculated-fields.service.ts
GET,/api/calculatedFields,Internal / System APIs,CalculatedFieldController,getCalculatedFields,hasAnyAuthority('TENANT_ADMIN'),calculated-fields.service.ts
GET,/api/calculatedFields/names,Internal / System APIs,CalculatedFieldController,getCalculatedFieldNames,hasAuthority('TENANT_ADMIN'),calculated-fields.service.ts
DELETE,/api/calculatedField/{calculatedFieldId},Internal / System APIs,CalculatedFieldController,deleteCalculatedField,hasAnyAuthority('TENANT_ADMIN'),calculated-fields.service.ts
GET,/api/calculatedField/{calculatedFieldId}/debug,Internal / System APIs,CalculatedFieldController,getLatestCalculatedFieldDebugEvent,hasAuthority('TENANT_ADMIN'),calculated-fields.service.ts
POST,/api/calculatedField/testScript,Internal / System APIs,CalculatedFieldController,testCalculatedFieldScript,hasAuthority('TENANT_ADMIN'),calculated-fields.service.ts
GET,/api/asset/{assetId},Asset Management,AssetController,getAssetById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset.service.ts
GET,/api/asset/info/{assetId},Asset Management,AssetController,getAssetInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset.service.ts
POST,/api/asset,Asset Management,AssetController,saveAsset,hasAuthority('TENANT_ADMIN'),"asset.service.ts, asset-profile.service.ts, entity.service.ts"
DELETE,/api/asset/{assetId},Asset Management,AssetController,deleteAsset,hasAuthority('TENANT_ADMIN'),"asset.service.ts, asset-profile.service.ts"
POST,/api/customer/{customerId}/asset/{assetId},Asset Management,AssetController,assignAssetToCustomer,hasAuthority('TENANT_ADMIN'),asset.service.ts
DELETE,/api/customer/asset/{assetId},Asset Management,AssetController,unassignAssetFromCustomer,hasAuthority('TENANT_ADMIN'),asset.service.ts
POST,/api/customer/public/asset/{assetId},Asset Management,AssetController,assignAssetToPublicCustomer,hasAuthority('TENANT_ADMIN'),asset.service.ts
GET,/api/tenant/assets,Asset Management,AssetController,getTenantAssets,hasAuthority('TENANT_ADMIN'),
GET,/api/tenant/assetInfos,Asset Management,AssetController,getTenantAssetInfos,hasAuthority('TENANT_ADMIN'),"asset.service.ts, entity.service.ts"
GET,/api/tenant/assets,Asset Management,AssetController,getTenantAsset,hasAuthority('TENANT_ADMIN'),"asset.service.ts, entity.service.ts"
GET,/api/tenant/asset,Asset Management,AssetController,getTenantAssetByName,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/customer/{customerId}/assets,Asset Management,AssetController,getCustomerAssets,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/customer/{customerId}/assetInfos,Asset Management,AssetController,getCustomerAssetInfos,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","asset.service.ts, entity.service.ts"
GET,/api/assets,Asset Management,AssetController,getAssetsByIds,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset.service.ts
POST,/api/assets,Asset Management,AssetController,findAssetsByQuery,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset.service.ts
GET,/api/asset/types,Asset Management,AssetController,getAssetTypes,hasAuthority('TENANT_ADMIN'),asset.service.ts
POST,/api/edge/{edgeId}/asset/{assetId},Asset Management,AssetController,assignAssetToEdge,hasAuthority('TENANT_ADMIN'),asset.service.ts
DELETE,/api/edge/{edgeId}/asset/{assetId},Asset Management,AssetController,unassignAssetFromEdge,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",asset.service.ts
GET,/api/edge/{edgeId}/assets,Asset Management,AssetController,getEdgeAssets,hasAnyAuthority('TENANT_ADMIN'),"asset.service.ts, entity.service.ts"
POST,/api/asset/bulk_import,Asset Management,AssetController,processAssetBulkImport,hasAnyAuthority('TENANT_ADMIN'),asset.service.ts
GET,/api/notifications,Notifications,NotificationController,getNotifications,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
GET,/api/notifications/unread/count,Notifications,NotificationController,getUnreadNotificationsCount,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
PUT,/api/notification/{id}/read,Notifications,NotificationController,markNotificationAsRead,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
PUT,/api/notifications/read,Notifications,NotificationController,markAllNotificationsAsRead,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
DELETE,/api/notification/{id},Notifications,NotificationController,deleteNotification,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
POST,/api/notification/request,Notifications,NotificationController,createNotificationRequest,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
POST,/api/notification/entitiesLimitIncreaseRequest/{entityType},Notifications,NotificationController,sendEntitiesLimitIncreaseRequest,hasAnyAuthority('TENANT_ADMIN'),notification.service.ts
POST,/api/notification/request/preview,Notifications,NotificationController,getNotificationRequestPreview,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/request/{id},Notifications,NotificationController,getNotificationRequestById,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/requests,Notifications,NotificationController,getNotificationRequests,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
DELETE,/api/notification/request/{id},Notifications,NotificationController,deleteNotificationRequest,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
POST,/api/notification/settings,Notifications,NotificationController,saveNotificationSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/settings,Notifications,NotificationController,getNotificationSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN')",notification.service.ts
GET,/api/notification/deliveryMethods,Notifications,NotificationController,getAvailableDeliveryMethods,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
POST,/api/notification/settings/user,Notifications,NotificationController,saveUserNotificationSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
GET,/api/notification/settings/user,Notifications,NotificationController,getUserNotificationSettings,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",notification.service.ts
GET,/api/otaPackage/{otaPackageId}/download,OTA / Edge / Provisioning,OtaPackageController,downloadOtaPackage,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",ota-package.service.ts
GET,/api/otaPackage/info/{otaPackageId},OTA / Edge / Provisioning,OtaPackageController,getOtaPackageInfoById,hasAnyAuthority('TENANT_ADMIN'),ota-package.service.ts
GET,/api/otaPackage/{otaPackageId},OTA / Edge / Provisioning,OtaPackageController,getOtaPackageById,hasAnyAuthority('TENANT_ADMIN'),ota-package.service.ts
POST,/api/otaPackage,OTA / Edge / Provisioning,OtaPackageController,saveOtaPackageInfo,hasAnyAuthority('TENANT_ADMIN'),ota-package.service.ts
POST,/api/otaPackage/{otaPackageId},OTA / Edge / Provisioning,OtaPackageController,saveOtaPackageData,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",ota-package.service.ts
GET,/api/otaPackages,OTA / Edge / Provisioning,OtaPackageController,getOtaPackages,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')","entity.service.ts, ota-package.service.ts"
GET,/api/otaPackages/{deviceProfileId}/{type},OTA / Edge / Provisioning,OtaPackageController,getOtaPackagesByDeviceProfileAndType,hasAnyAuthority('TENANT_ADMIN'),ota-package.service.ts
DELETE,/api/otaPackage/{otaPackageId},OTA / Edge / Provisioning,OtaPackageController,deleteOtaPackage,hasAnyAuthority('TENANT_ADMIN'),ota-package.service.ts
GET,/api/admin/settings/{key},Admin / Settings,AdminController,getAdminSettings,hasAuthority('SYS_ADMIN'),admin.service.ts
POST,/api/admin/settings,Admin / Settings,AdminController,saveAdminSettings,hasAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/securitySettings,Admin / Settings,AdminController,getSecuritySettings,hasAuthority('SYS_ADMIN'),admin.service.ts
POST,/api/admin/securitySettings,Admin / Settings,AdminController,saveSecuritySettings,hasAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/jwtSettings,Admin / Settings,AdminController,getJwtSettings,hasAuthority('SYS_ADMIN'),admin.service.ts
POST,/api/admin/jwtSettings,Admin / Settings,AdminController,saveJwtSettings,hasAuthority('SYS_ADMIN'),admin.service.ts
POST,/api/admin/settings/testMail,Admin / Settings,AdminController,sendTestMail,hasAuthority('SYS_ADMIN'),admin.service.ts
POST,/api/admin/settings/testSms,Admin / Settings,AdminController,sendTestSms,hasAuthority('TENANT_ADMIN'),admin.service.ts
GET,/api/admin/repositorySettings,Admin / Settings,AdminController,getRepositorySettings,hasAuthority('TENANT_ADMIN'),admin.service.ts
GET,/api/admin/repositorySettings/exists,Admin / Settings,AdminController,repositorySettingsExists,hasAuthority('TENANT_ADMIN'),
GET,/api/admin/repositorySettings/info,Admin / Settings,AdminController,getRepositorySettingsInfo,hasAuthority('TENANT_ADMIN'),admin.service.ts
POST,/api/admin/repositorySettings,Admin / Settings,AdminController,saveRepositorySettings,hasAuthority('TENANT_ADMIN'),admin.service.ts
DELETE,/api/admin/repositorySettings,Admin / Settings,AdminController,deleteRepositorySettings,hasAuthority('TENANT_ADMIN'),admin.service.ts
POST,/api/admin/repositorySettings/checkAccess,Admin / Settings,AdminController,checkRepositoryAccess,hasAuthority('TENANT_ADMIN'),admin.service.ts
GET,/api/admin/autoCommitSettings,Admin / Settings,AdminController,getAutoCommitSettings,hasAuthority('TENANT_ADMIN'),admin.service.ts
GET,/api/admin/autoCommitSettings/exists,Admin / Settings,AdminController,autoCommitSettingsExists,hasAuthority('TENANT_ADMIN'),admin.service.ts
POST,/api/admin/autoCommitSettings,Admin / Settings,AdminController,saveAutoCommitSettings,hasAuthority('TENANT_ADMIN'),admin.service.ts
DELETE,/api/admin/autoCommitSettings,Admin / Settings,AdminController,deleteAutoCommitSettings,hasAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/updates,Admin / Settings,AdminController,checkUpdates,hasAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/systemInfo,Admin / Settings,AdminController,getSystemInfo,hasAuthority('SYS_ADMIN'),
GET,/api/admin/featuresInfo,Admin / Settings,AdminController,getFeaturesInfo,hasAnyAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/mail/oauth2/loginProcessingUrl,Admin / Settings,AdminController,getMailProcessingUrl,hasAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/mail/oauth2/authorize,Admin / Settings,AdminController,getMailOAuth2AuthorizationUrl,hasAuthority('SYS_ADMIN'),admin.service.ts
GET,/api/admin/mail/oauth2/code,Admin / Settings,AdminController,handleMailOAuth2Callback,None,
GET,/api/customer/{customerId},Tenant / Customer,CustomerController,getCustomerById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",customer.service.ts
GET,/api/customer/{customerId}/shortInfo,Tenant / Customer,CustomerController,getShortCustomerInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/customer/{customerId}/title,Tenant / Customer,CustomerController,getCustomerTitleById,hasAuthority('TENANT_ADMIN'),
POST,/api/customer,Tenant / Customer,CustomerController,saveCustomer,hasAuthority('TENANT_ADMIN'),customer.service.ts
DELETE,/api/customer/{customerId},Tenant / Customer,CustomerController,deleteCustomer,hasAuthority('TENANT_ADMIN'),customer.service.ts
GET,/api/customers,Tenant / Customer,CustomerController,getCustomers,hasAuthority('TENANT_ADMIN'),"entity.service.ts, customer.service.ts"
GET,/api/tenant/customers,Tenant / Customer,CustomerController,getTenantCustomer,hasAnyAuthority('TENANT_ADMIN'),
GET,/api/customers,Tenant / Customer,CustomerController,getCustomersByIdsV1,hasAnyAuthority('TENANT_ADMIN'),
GET,/api/customers/list,Tenant / Customer,CustomerController,getCustomersByIds,hasAnyAuthority('TENANT_ADMIN'),"entity.service.ts, customer.service.ts"
POST,/api/domain,Admin / Settings,DomainController,saveDomain,hasAnyAuthority('SYS_ADMIN'),domain.service.ts
PUT,/api/domain/{id}/oauth2Clients,Admin / Settings,DomainController,updateDomainOauth2Clients,hasAnyAuthority('SYS_ADMIN'),domain.service.ts
GET,/api/domain/infos,Admin / Settings,DomainController,getDomainInfos,hasAnyAuthority('SYS_ADMIN'),
GET,/api/domain/info/{id},Admin / Settings,DomainController,getDomainInfoById,hasAuthority('SYS_ADMIN'),domain.service.ts
DELETE,/api/domain/{id},Admin / Settings,DomainController,deleteDomain,hasAuthority('SYS_ADMIN'),domain.service.ts
GET,/api/dashboard/serverTime,Dashboard / Widgets,DashboardController,getServerTime,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",dashboard.service.ts
GET,/api/dashboard/maxDatapointsLimit,Dashboard / Widgets,DashboardController,getMaxDatapointsLimit,"hasAnyAuthority('SYS_ADMIN', 'TENANT_ADMIN', 'CUSTOMER_USER')",
GET,/api/dashboard/info/{dashboardId},Dashboard / Widgets,DashboardController,getDashboardInfoById,"hasAnyAuthority('TENANT_ADMIN', 'CUSTOMER_USER')",dashboard.service.ts
GET,/api/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,getDashboardById,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
POST,/api/dashboard,Dashboard / Widgets,DashboardController,saveDashboard,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
DELETE,/api/dashboard/{dashboardId},Dashboard / Widgets,DashboardController,deleteDashboard,hasAuthority('TENANT_ADMIN'),dashboard.service.ts
